id,title,context,question,answers,answer_start
85,Test_85,"Install the appliance in a dry room. Install the appliance on a stable, flat and dry surface. The surface may not be hot. The appliance may not be placed in the vicinity of sinks or the like. Install the appliance at a sufficient distance (approx. 10 cm) from the wall and other objects. The space above the appliance should be at least 20 cm. Route the power cable so it does not lie over edges or cannot be damaged by hot surfaces. ",Is there any rule on where to position the appliance?,['The appliance may not be placed in the vicinity of sinks or the like'],122
86,Test_86,"Install the appliance in a dry room. Install the appliance on a stable, flat and dry surface. The surface may not be hot. The appliance may not be placed in the vicinity of sinks or the like. Install the appliance at a sufficient distance (approx. 10 cm) from the wall and other objects. The space above the appliance should be at least 20 cm. Route the power cable so it does not lie over edges or cannot be damaged by hot surfaces. ",How much space should be above the appliance?,['at least 20 cm'],328
87,Test_87,"Install the appliance in a dry room. Install the appliance on a stable, flat and dry surface. The surface may not be hot. The appliance may not be placed in the vicinity of sinks or the like. Install the appliance at a sufficient distance (approx. 10 cm) from the wall and other objects. The space above the appliance should be at least 20 cm. Route the power cable so it does not lie over edges or cannot be damaged by hot surfaces. ",What is the reccomended distance between the appliance and the wall?,['approx. 10 cm'],240
88,Test_88,"Set the water hardness. You can determine the water hardness with the enclosed test strip. Observe the instructions on the test strip and the information in the table in section 8.9, page 26",How do I determine the water's hardness?,['with the enclosed test strip'],61
89,Test_89,"Pour the first two beverages away after
initial start-up",How much beverage should be thrown away after the initial start-up?,['the first two beverages'],5
90,Test_90,"The quality of the tap water largely deter­mines the flavour of the coffee. Fill the water tank only with fresh, cold tap water that has not been carbonated. Change the tap water daily. Please observe the maxi­mum filling level.",What type of water should the appliance be filled with?,"['fresh, cold tap water']",106
91,Test_91,"The 2-chamber bean container allows you to use two varieties of coffee beans. You switch between the bean chambers with the ""Bean Select"" tilt lever.",How many chambers does the bean container have?,['2'],4
92,Test_92,"The 2-chamber bean container allows you to use two varieties of coffee beans. You switch between the bean chambers with the ""Bean Select"" tilt lever.",How to switch between the bean chambers?,"['with the ""Bean Select"" tilt lever']",115
93,Test_93,Always use cold milk. Only fill as much milk into the milk container as will be used immediately. You can store the milk container in the refrigerator.,Can cold or hot milk be used?,['cold milk'],11
94,Test_94,Always use cold milk. Only fill as much milk into the milk container as will be used immediately. You can store the milk container in the refrigerator.,Where can the milk container be stored?,['refrigerator'],138
95,Test_95,"The water tank should be sufficiently full. If the filling level is too low, the appliance requests you to refill it. There should be sufficient coffee beans in the 2-chamber bean container. The appliance asks you to refill only if there are no more coffee beans in the bean chamber and the grinder has ground itself empty.  When preparing a beverage with milk, connect the filled milk container or a commercially available milk pack. The appliance does not indicate a lack of milk. ",Why am I asked to refill the water tank when it has water?,['the filling level is too low'],47
96,Test_96,"The water tank should be sufficiently full. If the filling level is too low, the appliance requests you to refill it. There should be sufficient coffee beans in the 2-chamber bean container. The appliance asks you to refill only if there are no more coffee beans in the bean chamber and the grinder has ground itself empty.  When preparing a beverage with milk, connect the filled milk container or a commercially available milk pack. The appliance does not indicate a lack of milk. ",How do I know if the milk container is empty?,['The appliance does not indicate a lack of milk'],435
97,Test_97,"Preparing beverages with recipes 
You can prepare other beverage speciali¬ties with the appliance, e.g. an Americano.  You access the list of recipes by pressing the ""my recipes"" button briefly several times.  Alternatively you can open the list of recipes directly by pressing the ""my reci¬pes"" button for longer than 2 seconds.  After you select a recipe, the beverage dispensing starts immediately.",Can I prepare other beverage specialities?,"['You can prepare other beverage speciali¬ties with the appliance, e.g. an Americano']",34
98,Test_98,"Preparing beverages with recipes 
You can prepare other beverage speciali¬ties with the appliance, e.g. an Americano.  You access the list of recipes by pressing the ""my recipes"" button briefly several times.  Alternatively you can open the list of recipes directly by pressing the ""my reci¬pes"" button for longer than 2 seconds.  After you select a recipe, the beverage dispensing starts immediately.",How to access the list of recipes?,"['by pressing the ""my recipes"" button briefly several times']",150
99,Test_99,"You can change the default settings for the brewing strength, the beverage quantity and the temperature.  For example, to change the brewing strength for an espresso, you need to navi­gate to the Direct keys > Espresso > Strength menu and select the required brewing strength.  The modified default settings are stored. You can change the default settings at any time, however.",Can the default setting of the brewing strength be changed?,"['You can change the default settings for the brewing strength, the beverage quantity and the temperature']",0
100,Test_100,"You can change the default settings for the brewing strength, the beverage quantity and the temperature.  For example, to change the brewing strength for an espresso, you need to navi­gate to the Direct keys > Espresso > Strength menu and select the required brewing strength.  The modified default settings are stored. You can change the default settings at any time, however.",Can the default setting of the beverage temperature be changed?,"['You can change the default settings for the brewing strength, the beverage quantity and the temperature']",0
